BESTV~4K频道,#genre#
高尔夫,http://106.39.160.148/live.aishang.ctlcdn.com/00000110240346_1/encoder/0/playlist.m3u8?CONTENTID=00000110240346_1
预留信号,http://106.39.160.148/live.aishang.ctlcdn.com/00000110240396_1/encoder/0/playlist.m3u8?CONTENTID=00000110240396_1

Aishang~央视,#genre#
CCTV1 8M1080,http://106.39.160.148/live.aishang.ctlcdn.com/00000110240127_1/encoder/0/playlist.m3u8?CONTENTID=00000110240127_1
CCTV2 8M1080,http://106.39.160.148/live.aishang.ctlcdn.com/00000110240244_1/encoder/0/playlist.m3u8?CONTENTID=00000110240244_1
CCTV3 2M1080,http://106.39.160.148/live.aishang.ctlcdn.com/00000110240245_1/encoder/0/playlist.m3u8?CONTENTID=00000110240245_1
CCTV4 8M1080,http://106.39.160.148/live.aishang.ctlcdn.com/00000110240316_1/encoder/0/playlist.m3u8?CONTENTID=00000110240316_1
CCTV4欧洲,http://106.39.160.148/live.aishang.ctlcdn.com/00000110240363_1/encoder/0/playlist.m3u8?CONTENTID=00000110240363_1
CCTV5 8M1080,http://106.39.160.148/live.aishang.ctlcdn.com/00000110240246_1/encoder/0/playlist.m3u8?CONTENTID=00000110240246_1
CCTV5+ 2M1080,http://106.39.160.148/live.aishang.ctlcdn.com/00000110240128_1/encoder/0/playlist.m3u8?CONTENTID=00000110240128_1
CCTV6 2M1080,http://106.39.160.148/live.aishang.ctlcdn.com/00000110240247_1/encoder/0/playlist.m3u8?CONTENTID=00000110240247_1
CCTV7 2M1080,http://106.39.160.148/live.aishang.ctlcdn.com/00000110240248_1/encoder/0/playlist.m3u8?CONTENTID=00000110240248_1
CCTV8 2M1080,http://106.39.160.148/live.aishang.ctlcdn.com/00000110240249_1/encoder/0/playlist.m3u8?CONTENTID=00000110240249_1
CCTV9 2M1080,http://106.39.160.148/live.aishang.ctlcdn.com/00000110240250_1/encoder/0/playlist.m3u8?CONTENTID=00000110240250_1
CCTV9 8M1080,http://106.39.160.148/live.aishang.ctlcdn.com/00000110240478_1/encoder/0/playlist.m3u8?CONTENTID=00000110240478_1
CCTV10 2M1080,http://106.39.160.148/live.aishang.ctlcdn.com/00000110240251_1/encoder/0/playlist.m3u8?CONTENTID=00000110240251_1
CCTV11 8M1080,http://106.39.160.148/live.aishang.ctlcdn.com/00000110240328_1/encoder/0/playlist.m3u8?CONTENTID=00000110240328_1
CCTV12 2M1080,http://106.39.160.148/live.aishang.ctlcdn.com/00000110240252_1/encoder/0/playlist.m3u8?CONTENTID=00000110240252_1
CCTV13 8M1080,http://106.39.160.148/live.aishang.ctlcdn.com/00000110240502_1/encoder/0/playlist.m3u8?CONTENTID=00000110240502_1
CCTV14 2M1080,http://106.39.160.148/live.aishang.ctlcdn.com/00000110240253_1/encoder/0/playlist.m3u8?CONTENTID=00000110240253_1
CCTV15 8M1080,http://106.39.160.148/live.aishang.ctlcdn.com/00000110240329_1/encoder/0/playlist.m3u8?CONTENTID=00000110240329_1
CCTV16 8M1080,http://106.39.160.148/live.aishang.ctlcdn.com/00000110240388_1/encoder/0/playlist.m3u8?CONTENTID=00000110240388_1
CCTV16-4k,http://106.39.160.148/live.aishang.ctlcdn.com/00000110240349_1/encoder/0/playlist.m3u8?CONTENTID=00000110240349_1
CCTV16 20M2160,http://106.39.160.148/live.aishang.ctlcdn.com/00000110240389_1/encoder/0/playlist.m3u8?CONTENTID=00000110240389_1
CCTV17 8M1080,http://106.39.160.148/live.aishang.ctlcdn.com/00000110240326_1/encoder/0/playlist.m3u8?CONTENTID=00000110240326_1
CGTN高清,http://106.39.160.148/live.aishang.ctlcdn.com/00000110240365_1/encoder/0/playlist.m3u8?CONTENTID=00000110240365_1
CGTN发现,http://106.39.160.148/live.aishang.ctlcdn.com/00000110240366_1/encoder/0/playlist.m3u8?CONTENTID=00000110240366_1
CGTN西班牙语,http://106.39.160.148/live.aishang.ctlcdn.com/00000110240367_1/encoder/0/playlist.m3u8?CONTENTID=00000110240367_1
CGTN法语,http://106.39.160.148/live.aishang.ctlcdn.com/00000110240368_1/encoder/0/playlist.m3u8?CONTENTID=00000110240368_1
CGTN阿拉伯语,http://106.39.160.148/live.aishang.ctlcdn.com/00000110240369_1/encoder/0/playlist.m3u8?CONTENTID=00000110240369_1
CGTN俄语,http://106.39.160.148/live.aishang.ctlcdn.com/00000110240370_1/encoder/0/playlist.m3u8?CONTENTID=00000110240370_1
CCTV1 576,http://106.39.160.148/live.aishang.ctlcdn.com/00000110240001_1/encoder/0/playlist.m3u8?CONTENTID=00000110240001_1
CCTV2 576,http://106.39.160.148/live.aishang.ctlcdn.com/00000110240002_1/encoder/0/playlist.m3u8?CONTENTID=00000110240002_1
CCTV3 576,http://106.39.160.148/live.aishang.ctlcdn.com/00000110240259_1/encoder/0/playlist.m3u8?CONTENTID=00000110240259_1
CCTV4 576,http://106.39.160.148/live.aishang.ctlcdn.com/00000110240005_1/encoder/0/playlist.m3u8?CONTENTID=00000110240005_1
CCTV5 576,http://106.39.160.148/live.aishang.ctlcdn.com/00000110240260_1/encoder/0/playlist.m3u8?CONTENTID=00000110240260_1
CCTV6 576,http://106.39.160.148/live.aishang.ctlcdn.com/00000110240261_1/encoder/0/playlist.m3u8?CONTENTID=00000110240261_1
CCTV7 576,http://106.39.160.148/live.aishang.ctlcdn.com/00000110240009_1/encoder/0/playlist.m3u8?CONTENTID=00000110240009_1
CCTV8 576,http://106.39.160.148/live.aishang.ctlcdn.com/00000110240262_1/encoder/0/playlist.m3u8?CONTENTID=00000110240262_1
CCTV9 576,http://106.39.160.148/live.aishang.ctlcdn.com/00000110240014_1/encoder/0/playlist.m3u8?CONTENTID=00000110240014_1
CCTV10 576,http://106.39.160.148/live.aishang.ctlcdn.com/00000110240015_1/encoder/0/playlist.m3u8?CONTENTID=00000110240015_1
CCTV11 576,http://106.39.160.148/live.aishang.ctlcdn.com/00000110240016_1/encoder/0/playlist.m3u8?CONTENTID=00000110240016_1
CCTV12 576,http://106.39.160.148/live.aishang.ctlcdn.com/00000110240017_1/encoder/0/playlist.m3u8?CONTENTID=00000110240017_1
CCTV13 576,http://106.39.160.148/live.aishang.ctlcdn.com/00000110240126_1/encoder/0/playlist.m3u8?CONTENTID=00000110240126_1
CCTV14 576,http://106.39.160.148/live.aishang.ctlcdn.com/00000110240085_1/encoder/0/playlist.m3u8?CONTENTID=00000110240085_1
CCTV15 576,http://106.39.160.148/live.aishang.ctlcdn.com/00000110240086_1/encoder/0/playlist.m3u8?CONTENTID=00000110240086_1
CCTV17 576,http://106.39.160.148/live.aishang.ctlcdn.com/00000110240327_1/encoder/0/playlist.m3u8?CONTENTID=00000110240327_1
CGTN 576,http://106.39.160.148/live.aishang.ctlcdn.com/00000110240021_1/encoder/0/playlist.m3u8?CONTENTID=00000110240021_1

Aishang~卫视,#genre#
东南卫视 8M1080,http://106.39.160.148/live.aishang.ctlcdn.com/00000110240588_1/encoder/0/playlist.m3u8?CONTENTID=00000110240588_1
东方卫视 8M1080,http://106.39.160.148/live.aishang.ctlcdn.com/00000110240242_1/encoder/0/playlist.m3u8?CONTENTID=00000110240242_1
北京卫视 2M1080,http://106.39.160.148/live.aishang.ctlcdn.com/00000110240129_1/encoder/0/playlist.m3u8?CONTENTID=00000110240129_1
天津卫视 2M1080,http://106.39.160.148/live.aishang.ctlcdn.com/00000110240136_1/encoder/0/playlist.m3u8?CONTENTID=00000110240136_1
安徽卫视 2M1080,http://106.39.160.148/live.aishang.ctlcdn.com/00000110240256_1/encoder/0/playlist.m3u8?CONTENTID=00000110240256_1
山东卫视 2M1080,http://106.39.160.148/live.aishang.ctlcdn.com/00000110240254_1/encoder/0/playlist.m3u8?CONTENTID=00000110240254_1
广东卫视 2M1080,http://106.39.160.148/live.aishang.ctlcdn.com/00000110240137_1/encoder/0/playlist.m3u8?CONTENTID=00000110240137_1
江苏卫视 2M1080,http://106.39.160.148/live.aishang.ctlcdn.com/00000110240133_1/encoder/0/playlist.m3u8?CONTENTID=00000110240133_1
河北卫视 8M1080,http://106.39.160.148/live.aishang.ctlcdn.com/00000110240317_1/encoder/0/playlist.m3u8?CONTENTID=00000110240317_1
浙江卫视 8M1080,http://106.39.160.148/live.aishang.ctlcdn.com/00000110240134_1/encoder/0/playlist.m3u8?CONTENTID=00000110240134_1
深圳卫视 8M1080,http://106.39.160.148/live.aishang.ctlcdn.com/00000110240132_1/encoder/0/playlist.m3u8?CONTENTID=00000110240132_1
湖北卫视 2M1080,http://106.39.160.148/live.aishang.ctlcdn.com/00000110240135_1/encoder/0/playlist.m3u8?CONTENTID=00000110240135_1
湖南卫视 8M1080,http://106.39.160.148/live.aishang.ctlcdn.com/00000110240130_1/encoder/0/playlist.m3u8?CONTENTID=00000110240130_1
贵州卫视 8M1080,http://106.39.160.148/live.aishang.ctlcdn.com/00000110240318_1/encoder/0/playlist.m3u8?CONTENTID=00000110240318_1
辽宁卫视 2M1080,http://106.39.160.148/live.aishang.ctlcdn.com/00000110240255_1/encoder/0/playlist.m3u8?CONTENTID=00000110240255_1
黑龙江卫视 2M1080,http://106.39.160.148/live.aishang.ctlcdn.com/00000110240131_1/encoder/0/playlist.m3u8?CONTENTID=00000110240131_1
重庆卫视 8M1080,http://106.39.160.148/live.aishang.ctlcdn.com/00000110240397_1/encoder/0/playlist.m3u8?CONTENTID=00000110240397_1
江西卫视 8M1080,http://106.39.160.148/live.aishang.ctlcdn.com/00000110240398_1/encoder/0/playlist.m3u8?CONTENTID=00000110240398_1
吉林卫视 8M1080,http://106.39.160.148/live.aishang.ctlcdn.com/00000110240399_1/encoder/0/playlist.m3u8?CONTENTID=00000110240399_1
东南卫视 576,http://106.39.160.148/live.aishang.ctlcdn.com/00000110240029_1/encoder/0/playlist.m3u8?CONTENTID=00000110240029_1
东方卫视 576,http://106.39.160.148/live.aishang.ctlcdn.com/00000110240011_1/encoder/0/playlist.m3u8?CONTENTID=00000110240011_1
云南卫视 576,http://106.39.160.148/live.aishang.ctlcdn.com/00000110240082_1/encoder/0/playlist.m3u8?CONTENTID=00000110240082_1
内蒙古卫视 576,http://106.39.160.148/live.aishang.ctlcdn.com/00000110240060_1/encoder/0/playlist.m3u8?CONTENTID=00000110240060_1
北京卫视 576,http://106.39.160.148/live.aishang.ctlcdn.com/00000110240026_1/encoder/0/playlist.m3u8?CONTENTID=00000110240026_1
吉林卫视 576,http://106.39.160.148/live.aishang.ctlcdn.com/00000110240046_1/encoder/0/playlist.m3u8?CONTENTID=00000110240046_1
四川卫视 576,http://106.39.160.148/live.aishang.ctlcdn.com/00000110240071_1/encoder/0/playlist.m3u8?CONTENTID=00000110240071_1
天津卫视 576,http://106.39.160.148/live.aishang.ctlcdn.com/00000110240072_1/encoder/0/playlist.m3u8?CONTENTID=00000110240072_1
宁夏卫视 576,http://106.39.160.148/live.aishang.ctlcdn.com/00000110240061_1/encoder/0/playlist.m3u8?CONTENTID=00000110240061_1
安徽卫视 576,http://106.39.160.148/live.aishang.ctlcdn.com/00000110240024_1/encoder/0/playlist.m3u8?CONTENTID=00000110240024_1
山东卫视 576,http://106.39.160.148/live.aishang.ctlcdn.com/00000110240064_1/encoder/0/playlist.m3u8?CONTENTID=00000110240064_1
山西卫视 576,http://106.39.160.148/live.aishang.ctlcdn.com/00000110240065_1/encoder/0/playlist.m3u8?CONTENTID=00000110240065_1
广东卫视 576,http://106.39.160.148/live.aishang.ctlcdn.com/00000110240036_1/encoder/0/playlist.m3u8?CONTENTID=00000110240036_1
广西卫视 576,http://106.39.160.148/live.aishang.ctlcdn.com/00000110240037_1/encoder/0/playlist.m3u8?CONTENTID=00000110240037_1
新疆卫视 576,http://106.39.160.148/live.aishang.ctlcdn.com/00000110240079_1/encoder/0/playlist.m3u8?CONTENTID=00000110240079_1
江苏卫视 576,http://106.39.160.148/live.aishang.ctlcdn.com/00000110240048_1/encoder/0/playlist.m3u8?CONTENTID=00000110240048_1
江西卫视 576,http://106.39.160.148/live.aishang.ctlcdn.com/00000110240049_1/encoder/0/playlist.m3u8?CONTENTID=00000110240049_1
河北卫视 576,http://106.39.160.148/live.aishang.ctlcdn.com/00000110240040_1/encoder/0/playlist.m3u8?CONTENTID=00000110240040_1
河南卫视 576,http://106.39.160.148/live.aishang.ctlcdn.com/00000110240041_1/encoder/0/playlist.m3u8?CONTENTID=00000110240041_1
浙江卫视 576,http://106.39.160.148/live.aishang.ctlcdn.com/00000110240013_1/encoder/0/playlist.m3u8?CONTENTID=00000110240013_1
海南卫视 576,http://106.39.160.148/live.aishang.ctlcdn.com/00000110240059_1/encoder/0/playlist.m3u8?CONTENTID=00000110240059_1
深圳卫视 576,http://106.39.160.148/live.aishang.ctlcdn.com/00000110240004_1/encoder/0/playlist.m3u8?CONTENTID=00000110240004_1
湖北卫视 576,http://106.39.160.148/live.aishang.ctlcdn.com/00000110240043_1/encoder/0/playlist.m3u8?CONTENTID=00000110240043_1
湖南卫视 576,http://106.39.160.148/live.aishang.ctlcdn.com/00000110240008_1/encoder/0/playlist.m3u8?CONTENTID=00000110240008_1
甘肃卫视 576,http://106.39.160.148/live.aishang.ctlcdn.com/00000110240034_1/encoder/0/playlist.m3u8?CONTENTID=00000110240034_1
西藏卫视 576,http://106.39.160.148/live.aishang.ctlcdn.com/00000110240076_1/encoder/0/playlist.m3u8?CONTENTID=00000110240076_1
贵州卫视 576,http://106.39.160.148/live.aishang.ctlcdn.com/00000110240038_1/encoder/0/playlist.m3u8?CONTENTID=00000110240038_1
辽宁卫视 576,http://106.39.160.148/live.aishang.ctlcdn.com/00000110240057_1/encoder/0/playlist.m3u8?CONTENTID=00000110240057_1
重庆卫视 576,http://106.39.160.148/live.aishang.ctlcdn.com/00000110240012_1/encoder/0/playlist.m3u8?CONTENTID=00000110240012_1
陕西卫视 576,http://106.39.160.148/live.aishang.ctlcdn.com/00000110240066_1/encoder/0/playlist.m3u8?CONTENTID=00000110240066_1
青海卫视 576,http://106.39.160.148/live.aishang.ctlcdn.com/00000110240063_1/encoder/0/playlist.m3u8?CONTENTID=00000110240063_1
黑龙江卫视 576,http://106.39.160.148/live.aishang.ctlcdn.com/00000110240042_1/encoder/0/playlist.m3u8?CONTENTID=00000110240042_1
厦门卫视 576,http://106.39.160.148/live.aishang.ctlcdn.com/00000110240159_1/encoder/0/playlist.m3u8?CONTENTID=00000110240159_1
四川康巴卫视 576,http://106.39.160.148/live.aishang.ctlcdn.com/00000110240331_1/encoder/0/playlist.m3u8?CONTENTID=00000110240331_1
山东教育卫视 576,http://106.39.160.148/live.aishang.ctlcdn.com/00000110240304_1/encoder/0/playlist.m3u8?CONTENTID=00000110240304_1
新疆兵团卫视 576,http://106.39.160.148/live.aishang.ctlcdn.com/00000110240280_1/encoder/0/playlist.m3u8?CONTENTID=00000110240280_1
海南三沙卫视 576,http://106.39.160.148/live.aishang.ctlcdn.com/00000110240589_1/encoder/0/playlist.m3u8?CONTENTID=00000110240589_1

Aishang~湖南,#genre#
湖南金鹰纪实 8M1080,http://106.39.160.148/live.aishang.ctlcdn.com/00000110240303_1/encoder/0/playlist.m3u8?CONTENTID=00000110240303_1
湖南先锋乒羽 576,http://106.39.160.148/live.aishang.ctlcdn.com/00000110240320_1/encoder/0/playlist.m3u8?CONTENTID=00000110240320_1
湖南金鹰卡通 576,http://106.39.160.148/live.aishang.ctlcdn.com/00000110240050_1/encoder/0/playlist.m3u8?CONTENTID=00000110240050_1

Aishang~北京,#genre#
北京卡酷少儿 576,http://106.39.160.148/live.aishang.ctlcdn.com/00000110240051_1/encoder/0/playlist.m3u8?CONTENTID=00000110240051_1

Aishang~广东,#genre#
广东嘉佳卡通 576,http://106.39.160.148/live.aishang.ctlcdn.com/00000110240087_1/encoder/0/playlist.m3u8?CONTENTID=00000110240087_1

Aishang~江苏,#genre#
江苏财富天下 576,http://106.39.160.148/live.aishang.ctlcdn.com/00000110240148_1/encoder/0/playlist.m3u8?CONTENTID=00000110240148_1

CQYX~4K频道,#genre#
欢笑剧场4K,http://117.59.80.3/__cl/cg:live/__c/hxjc_4K/__op/default/__f/index.m3u8
CCTV-4K,http://117.59.80.3/__cl/cg:live/__c/CCTV4K/__op/default/__f/index.m3u8
CCTV16-4K,http://117.59.80.3/__cl/cg:live/__c/CCTV16_4K/__op/default/__f/index.m3u8
4K60PSD/__op/default/__f/index.m3u8R-H264-AAC测试,http://159.75.85.63:5680/d/ad/h264/playad.m3u8
4K60PHLG-HEVC-EAC3测试,http://159.75.85.63:5680/d/ad/playad.m3u8

CQYX~央视,#genre#
CCTV1综合高清,http://117.59.80.3/__cl/cg:live/__c/cctv1HD/__op/default/__f/index.m3u8
CCTV2财经高清,http://117.59.80.3/__cl/cg:live/__c/cctv2HD/__op/default/__f/index.m3u8
CCTV3综艺高清,http://117.59.80.3/__cl/cg:live/__c/cctv3HD/__op/default/__f/index.m3u8
CCTV4中文国际高清,http://117.59.80.3/__cl/cg:live/__c/cctv4HD/__op/default/__f/index.m3u8
CCTV5体育高清,http://117.59.80.3/__cl/cg:live/__c/cctv5HD/__op/default/__f/index.m3u8
CCTV5P高清,http://117.59.80.3/__cl/cg:live/__c/cctv5SportHD/__op/default/__f/index.m3u8
CCTV6电影高清,http://117.59.80.3/__cl/cg:live/__c/cctv6HD/__op/default/__f/index.m3u8
CCTV7国防军事高清,http://117.59.80.3/__cl/cg:live/__c/cctv7HD/__op/default/__f/index.m3u8
CCTV8电视剧高清,http://117.59.80.3/__cl/cg:live/__c/cctv8HD/__op/default/__f/index.m3u8
CCTV9纪录高清,http://117.59.80.3/__cl/cg:live/__c/cctv9HD/__op/default/__f/index.m3u8
CCTV10科教高清,http://117.59.80.3/__cl/cg:live/__c/cctv10HD/__op/default/__f/index.m3u8
CCTV11戏曲高清,http://117.59.80.3/__cl/cg:live/__c/cctv11HD/__op/default/__f/index.m3u8
CCTV12社会与法高清,http://117.59.80.3/__cl/cg:live/__c/cctv12HD/__op/default/__f/index.m3u8
CCTV13新闻高清,http://117.59.80.3/__cl/cg:live/__c/CCTVNewsHD/__op/default/__f/index.m3u8
CCTV14少儿高清,http://117.59.80.3/__cl/cg:live/__c/cctvseHD/__op/default/__f/index.m3u8
CCTV15音乐高清,http://117.59.80.3/__cl/cg:live/__c/cctv15HD/__op/default/__f/index.m3u8
CCTV16奥林匹克高清,http://117.59.80.3/__cl/cg:live/__c/cctv16HD/__op/default/__f/index.m3u8
CCTV17农业农村高清,http://117.59.80.3/__cl/cg:live/__c/cctv17HD/__op/default/__f/index.m3u8
CGTN,http://117.59.80.3/__cl/cg:live/__c/cgtnSD/__op/default/__f/index.m3u8
第一剧场高清,http://117.59.80.3/__cl/cg:live/__c/diyijuchangHD/__op/default/__f/index.m3u8
风云剧场高清,http://117.59.80.3/__cl/cg:live/__c/fyjcHD/__op/default/__f/index.m3u8
兵器科技高清,http://117.59.80.3/__cl/cg:live/__c/bqkjHD/__op/default/__f/index.m3u8
怀旧剧场高清,http://117.59.80.3/__cl/cg:live/__c/hjjcHD/__op/default/__f/index.m3u8
风云音乐高清,http://117.59.80.3/__cl/cg:live/__c/fyyyHD/__op/default/__f/index.m3u8
央视台球高清,http://117.59.80.3/__cl/cg:live/__c/ystqHD/__op/default/__f/index.m3u8
风云足球高清,http://117.59.80.3/__cl/cg:live/__c/fyzqHD/__op/default/__f/index.m3u8
央视文化精品高清,http://117.59.80.3/__cl/cg:live/__c/yswhHD/__op/default/__f/index.m3u8
高尔夫网球高清,http://117.59.80.3/__cl/cg:live/__c/golfHD/__op/default/__f/index.m3u8

CQYX~卫视,#genre#
重庆卫视高清,http://117.59.80.3/__cl/cg:live/__c/chongqingHD/__op/default/__f/index.m3u8
江苏卫视高清,http://117.59.80.3/__cl/cg:live/__c/jiangsuHD/__op/default/__f/index.m3u8
北京卫视高清,http://117.59.80.3/__cl/cg:live/__c/beijingHD/__op/default/__f/index.m3u8
浙江卫视高清,http://117.59.80.3/__cl/cg:live/__c/zhejiangHD/__op/default/__f/index.m3u8
东方卫视高清,http://117.59.80.3/__cl/cg:live/__c/shanghaiHD/__op/default/__f/index.m3u8
深圳卫视高清,http://117.59.80.3/__cl/cg:live/__c/shenzhenHD/__op/default/__f/index.m3u8
辽宁卫视高清,http://117.59.80.3/__cl/cg:live/__c/liaoningHD/__op/default/__f/index.m3u8
天津卫视高清,http://117.59.80.3/__cl/cg:live/__c/tianjinHD/__op/default/__f/index.m3u8
贵州卫视高清,http://117.59.80.3/__cl/cg:live/__c/guizhouHD/__op/default/__f/index.m3u8
四川卫视高清,http://117.59.80.3/__cl/cg:live/__c/sichuanHD/__op/default/__f/index.m3u8
云南卫视高清,http://117.59.80.3/__cl/cg:live/__c/yunnanSD/__op/default/__f/index.m3u8
东南卫视高清,http://117.59.80.3/__cl/cg:live/__c/dongnanHD/__op/default/__f/index.m3u8
黑龙江卫视高清,http://117.59.80.3/__cl/cg:live/__c/heilongjiangHD/__op/default/__f/index.m3u8
安徽卫视高清,http://117.59.80.3/__cl/cg:live/__c/anhuiSD/__op/default/__f/index.m3u8
河北卫视高清,http://117.59.80.3/__cl/cg:live/__c/hebeiSD/__op/default/__f/index.m3u8
江西卫视高清,http://117.59.80.3/__cl/cg:live/__c/jiangxiHD/__op/default/__f/index.m3u8
湖北卫视高清,http://117.59.80.3/__cl/cg:live/__c/hubeiSD/__op/default/__f/index.m3u8
海南卫视高清,http://117.59.80.3/__cl/cg:live/__c/hainanSD/__op/default/__f/index.m3u8
吉林卫视高清,http://117.59.80.3/__cl/cg:live/__c/jilinHD/__op/default/__f/index.m3u8
广西卫视高清,http://117.59.80.3/__cl/cg:live/__c/guangxiHD/__op/default/__f/index.m3u8
内蒙古卫视,http://117.59.80.3/__cl/cg:live/__c/neimengkuSD/__op/default/__f/index.m3u8
湖南卫视高清,http://117.59.80.3/__cl/cg:live/__c/hunanHD/__op/default/__f/index.m3u8
广东卫视高清,http://117.59.80.3/__cl/cg:live/__c/guangdongHD/__op/default/__f/index.m3u8
河南卫视高清,http://117.59.80.3/__cl/cg:live/__c/henanHD/__op/default/__f/index.m3u8
山西卫视,http://117.59.80.3/__cl/cg:live/__c/shanxiSD/__op/default/__f/index.m3u8
兵团卫视,http://117.59.80.3/__cl/cg:live/__c/bingtuanSD/__op/default/__f/index.m3u8
宁夏卫视,http://117.59.80.3/__cl/cg:live/__c/ningxia
三沙卫视,http://117.59.80.3/__cl/cg:live/__c/sanshaSD/__op/default/__f/index.m3u8
青海卫视,http://117.59.80.3/__cl/cg:live/__c/qinghaiSD/__op/default/__f/index.m3u8
山东教育卫视,http://117.59.80.3/__cl/cg:live/__c/SD/__op/default/__f/index.m3u8jiaoyuSD/__op/default/__f/index.m3u8
新疆卫视,http://117.59.80.3/__cl/cg:live/__c/xinjiangSD/__op/default/__f/index.m3u8
西藏卫视,http://117.59.80.3/__cl/cg:live/__c/xizangSD/__op/default/__f/index.m3u8

CQYX~北京,#genre#
北京卡酷少儿,http://117.59.80.3/__cl/cg:live/__c/bjkakuSD/__op/default/__f/index.m3u8
北京纪实科教高清,http://117.59.80.3/__cl/cg:live/__c/bjayjsSD/__op/default/__f/index.m3u8

CQYX~其他,#genre#
金鹰卡通高清,http://117.59.80.3/__cl/cg:live/__c/jinyingSD/__op/default/__f/index.m3u8
中国天气,http://117.59.80.3/__cl/cg:live/__c/tianqiSD/__op/default/__f/index.m3u8
CETV-1,http://117.59.80.3/__cl/cg:live/__c/cetv-1SD/__op/default/__f/index.m3u8
CETV-4,http://117.59.80.3/__cl/cg:live/__c/cetv-4SD/__op/default/__f/index.m3u8
生活时尚,http://117.59.80.3/__cl/cg:live/__c/shenghuo
百姓健康,http://117.59.80.3/__cl/cg:live/__c/jiankangSD/__op/default/__f/index.m3u8
快乐垂钓高清,http://117.59.80.3/__cl/cg:live/__c/klcdHD/__op/default/__f/index.m3u8
都市剧场高清,http://117.59.80.3/__cl/cg:live/__c/dsjcHD/__op/default/__f/index.m3u8
动漫秀场高清,http://117.59.80.3/__cl/cg:live/__c/dmxcHD/__op/default/__f/index.m3u8
魅力足球高清,http://117.59.80.3/__cl/cg:live/__c/mlzqHD/__op/default/__f/index.m3u8
求索纪录高清,http://117.59.80.3/__cl/cg:live/__c/qsjlHD/__op/default/__f/index.m3u8
游戏风云高清,http://117.59.80.3/__cl/cg:live/__c/yxfyHD/__op/default/__f/index.m3u8
早期教育高清,http://117.59.80.3/__cl/cg:live/__c/zaojiaoHD/__op/default/__f/index.m3u8
爱看导视高清,http://117.59.80.3/__cl/cg:live/__c/aikanHD/__op/default/__f/index.m3u8
新动漫,http://117.59.80.3/__cl/cg:live/__c/dongman/__op/default/__f/index.m3u8

CQYX~重庆,#genre#
重庆新闻高清,http://117.59.80.3/__cl/cg:live/__c/CQTVNewsHD/__op/default/__f/index.m3u8
重庆影视高清,http://117.59.80.3/__cl/cg:live/__c/cqyingshiHD/__op/default/__f/index.m3u8
重庆社会与法高清,http://117.59.80.3/__cl/cg:live/__c/CQTVTrendyHD/__op/default/__f/index.m3u8
重庆时尚生活高清,http://117.59.80.3/__cl/cg:live/__c/cqssgwHD/__op/default/__f/index.m3u8
重庆文体娱乐高清,http://117.59.80.3/__cl/cg:live/__c/cqwtylHD/__op/default/__f/index.m3u8
重庆新农村高清,http://117.59.80.3/__cl/cg:live/__c/cqggncHD/__op/default/__f/index.m3u8
重庆少儿高清,http://117.59.80.3/__cl/cg:live/__c/cqseHD/__op/default/__f/index.m3u8
重庆科教高清,http://117.59.80.3/__cl/cg:live/__c/CQTVkejiaoHD/__op/default/__f/index.m3u8
重庆汽摩高清,http://117.59.80.3/__cl/cg:live/__c/cqcarSD/__op/default/__f/index.m3u8
重庆移动高清,http://117.59.80.3/__cl/cg:live/__c/mryyHD/__op/default/__f/index.m3u8

海南易视腾IPV6~其他,#genre#
4KUHD,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010006/1.m3u8
黑莓动画,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010002/1.m3u8
古装剧场,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010004/1.m3u8
家庭剧场,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010074/1.m3u8
潮妈辣婆,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010005/1.m3u8
动作电影,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010003/1.m3u8
爱情喜剧,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010000/1.m3u8
东北热剧,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010021/1.m3u8
欢乐剧场,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010025/1.m3u8
哒啵赛事,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010125/1.m3u8
武搏世界,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010135/1.m3u8
精品萌宠,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010146/1.m3u8
咪咕全民热练,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010147/1.m3u8
惊悚悬疑,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010077/1.m3u8
怡伴健康,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010082/1.m3u8
军事评论,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010080/1.m3u8
精品体育,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010078/1.m3u8
超级体育,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010063/1.m3u8
超级综艺,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010062/1.m3u8
超级电影,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010064/1.m3u8
